"","word_tokens"
"478","violence"
"479","darfur"
"480","killed"
"481","470"
"482","people"
"483","worst"
"484","episodes"
"485","conflict"
"486","2000s.americans"
"487","sat"
"488","thanksgiving"
"489","celebrations"
"490","refugees"
"491","asylum"
"492","seekers"
"493","united"
"494","week"
"495","arizona"
"496","rabbi"
"497","shmuly"
"498","yanklowitz"
"499","home"
"500","scottsdale"
"501","newly"
"502","arrived"
"503","families"
"504","afghanistan"
"505","venezuela"
"506","calling"
"507","feast"
"508","chance"
"509","hear"
"510","stories"
"511","deeply"
"512","connect"
"513","advocates"
"514","forcibly"
"515","displaced"
"516","women"
"517","experienced"
"518","sexual"
"519","violence"
