"","word_tokens"
"473","community’s"
"474","failure"
"475","inaction"
"476","responding"
"477","instability"
"478","insecurity"
"479","compelled"
"480","humanitarian"
"481","organizations"
"482","increasingly"
"483","uncertain"
"484","highly"
"485","politicized"
"486","situations"
"487","warned"
"488","humanitarians"
"489","replicate"
"490","role"
"491","finding"
"492","political"
"493","solutions"
"494","fixing"
"495","economies"
"496","countries"
"497","afghanistan"
"498","yemen"
"499","myanmar"
"500","grandi"
"501","underlined"
"502","extent"
"503","climate"
"504","emergency"
"505","combined"
"506","consequences"
"507","covid"
"508","19"
"509","pandemic"
"510","conflict"
"511","increase"
"512","forced"
"513","displacement"
"514","sahel"
"515","unhcr"
"516","appealing"
"517","9"
"518","billion"
"519","cover"
"520","operations"
"521","136"
"522","countries"
"523","territories"
"524","2022"
"525","ahmedou"
"526","el"
"527","bokhary"
"528","leads"
"529","malian"
"530","refugees"
"531","local"
"532","mauritanians"
"533","battle"
"534","bushfires"
"535","surrounding"
"536","mbera"
"537","refugee"
"538","camp"
"539","mauritania’s"
"540","border"
"541","mali"
"542","climate"
"543","mauritania"
"544","hotter"
"545","bushfires"
"546","frequent"
"547","threatening"
"548","pastureland"
"549","refugees"
"550","locals"
"551","depend"
"552","sustain"
"553","livestock"
"554","free"
"555","el"
"556","bokhary"
"557","protects"
"558","animals"
"559","protects"
"560","loved"
"561","time"
"562","creates"
"563","relations"
"564","refugees"
"565","locals"
"566","proud"
"567","6"
"568","million"
"569","venezuelans"
"570","displaced"
"571","country"
"572","6.7"
"573","million"
"574","syrians"
"575","living"
"576","exile"
