"","word_tokens"
"479","refugee"
"480","recognition"
"481","continue"
"482","vary"
"483","widely"
"484","eu"
"485","countries"
"486","struggling"
"487","agree"
"488","uniform"
"489","practices"
"490","slow"
"491","progress"
"492","common"
"493","european"
"494","asylum"
"495","system"
"496","agency"
"497","fundamental"
"498","rights"
"499","officer"
"500","safeguard"
"501","rights"
"502","asylum"
"503","seekers"
"504","complaints"
"505","mechanism"
"506","unhcr’s"
"507","assistant"
"508","commissioner"
"509","protection"
"510","gillian"
"511","triggs"
"512","welcomed"
"513","establishment"
"514","agency"
"515","eu"
"516","ensure"
"517","fair"
"518","fast"
"519","asylum"
"520","procedures"
"521","refugee"
"522","camp"
"523","northern"
"524","cameroon"
"525","nigerian"
"526","girls"
"527","decided"
"528","form"
"529","football"
"530","team"
"531","boys"
"532","camp"
"533","refused"
"534","play"
"535","weekend"
"536","unhcr"
"537","bused"
"538","girl"
"539","team"
"540","stadium"
"541","garoua"
"542","200"
"543","kilometres"
"544","watch"
"545","nigeria"
"546","compete"
"547","africa"
"548","cup"
"549","nations"
"550","cheering"
"551","national"
"552","team"
"553","win"
"554","sudan"
"555","girls"
"556","invited"
"557","pitch"
"558","photo.nine"
"559","10"
"560","syrian"
"561","refugees"
"562","lebanon"
"563","live"
"564","extreme"
"565","poverty"
"566","half"
"567","refugee"
"568","population"
"569","food"
"570","eat"
