"","word_tokens"
"479","climate"
"480","change"
"481","frequency"
"482","severity"
"483","floods"
"484","droughts"
"485","increasing"
"486","frequency"
"487","severity.new"
"488","report"
"489","charts"
"490","progress"
"491","global"
"492","compact"
"493","refugees"
"494","goals"
"495","report"
"496","released"
"497","unhcr"
"498","week"
"499","takes"
"500","stock"
"501","international"
"502","community"
"503","called"
"504","development"
"505","international"
"506","framework"
"507","share"
"508","responsibility"
"509","refugee"
"510","situations"
"511","2016"
"512","gcr"
"513","indicator"
"514","report"
"515","progress"
"516","increasing"
"517","support"
"518","low"
"519","income"
"520","countries"
"521","hosting"
"522","majority"
"523","refugees"
"524","expanding"
"525","refugees"
"526","access"
"527","education"
"528","warns"
"529","remains"
"530","impact"
"531","covid"
"532","19"
"533","pandemic"
"534","economies"
"535","gillian"
"536","triggs"
"537","unhcr’s"
"538","assistant"
"539","commissioner"
"540","protection"
"541","picture"
"542","mixed"
"543","called"
"544","efforts"
"545","responsibility"
"546","sharing"
"547","countries"
"548","stepped"
"549","up.liverpool"
"550","striker"
"551","mo"
"552","salah"
"553","children"
"554","al"
"555","farooq"
"556","omar"
"557","school"
"558","cairo"
"559","day"
"560","remember"
"561","paid"
"562","surprise"
"563","virtual"
"564","visit"
"565","share"
"566","views"
"567","benefits"
"568","digital"
"569","learning"
"570","salah"
"571","ambassador"
"572","instant"
"573","network"
"574","schools"
"575","initiative"
"576","vodafone"
"577","foundation"
"578","unhcr"
"579","marginalized"
"580","communities"
"581","africa"
"582","refugees"
"583","local"
"584","communities"
"585","teachers"
"586","access"
"587","digital"
"588","learning"
"589","content"
"590","internet.three"
"591","refugees"
"592","legally"
"593","host"
"594","countries"
"595","practice"
"596","proportion"
"597","refugees"
"598","access"
"599","employment"
"600","thirds"
"601","living"
"602","poverty"
