"","word_tokens"
"478","fundamental"
"479","rights"
"480","including"
"481","seek"
"482","asylum.afro"
"483","ecuadorians"
"484","afro"
"485","colombian"
"486","refugees"
"487","traditional"
"488","arrullo"
"489","rhythms"
"490","song"
"491","conversation"
"492","gender"
"493","based"
"494","violence"
"495","community"
"496","calderón"
"497","ecuador"
"498","olaise"
"499","cortéz"
"500","tía"
"501","gachita"
"502","music"
"503","reach"
"504","people"
"505","raise"
"506","awareness"
"507","women’s"
"508","rights"
"509","don’t"
"510","don’t"
"511","change"
"512","olaise"
"513","we’ve"
"514","learned"
"515","rights"
"516","pass"
"517","knowledge"
"518","neighbours"
"519","brothers"
"520","children"
"521","afghans"
"522","constitute"
"523","world’s"
"524","largest"
"525","refugee"
"526","populations"
"527","quarters"
"528","2.2"
"529","million"
"530","registered"
"531","neighbouring"
"532","pakistan"
"533","iran"
