"","word_tokens"
"480","camps"
"481","removed.at"
"482","200"
"483","killed"
"484","bandit"
"485","attacks"
"486","northwest"
"487","nigeria"
"488","estimated"
"489","200"
"490","people"
"491","killed"
"492","10,000"
"493","displaced"
"494","attacks"
"495","armed"
"496","bandits"
"497","northwestern"
"498","nigerian"
"499","zamfara"
"500","week"
"501","guardian"
"502","reports"
"503","airstrikes"
"504","nigerian"
"505","army"
"506","hideouts"
"507","gunmen"
"508","attacked"
"509","villages"
"510","anka"
"511","days"
"512","firing"
"513","residents"
"514","burning"
"515","homes"
"516","fled"
"517","sought"
"518","safety"
"519","anka"
"520","town"
"521","northwest"
"522","nigeria"
"523","sharp"
"524","rise"
"525","attacks"
"526","villages"
"527","schools"
"528","abductions"
"529","late"
"530","2020"
"531","government"
"532","struggled"
"533","maintain"
"534","law"
"535","bandit"
"536","emerged"
"537","historical"
"538","conflict"
"539","fulani"
"540","pastoralists"
"541","farmers"
"542","varying"
"543","ethnic"
"544","access"
"545","water"
"546","land"
"547","week"
"548","nigerian"
"549","government"
"550","officially"
"551","labelled"
"552","terrorists"
"553","bring"
"554","tougher"
"555","sanctions"
"556","convicted"
"557","informants"
"558","supporters.the"
"559","darrouba"
"560","family"
"561","syria"
"562","canada"
"563","2016"
"564","resettlement"
"565","programme"
"566","told"
"567","calgary’s"
"568","city"
"569","news"
"570","return"
"571","support"
"572","received"
"573","canadians"
"574","helping"
"575","afghan"
"576","refugees"
"577","arriving"
"578","country"
"579","syria"
"580","afghanistan"
"581","programme"
"582","launched"
"583","syrian"
"584","canadian"
"585","foundation"
"586","linking"
"587","afghan"
"588","refugees"
"589","100"
"590","syrians"
"591","integrate"
"592","communities.over"
"593","half"
"594","central"
"595","sahel"
"596","region’s"
"597","internally"
"598","displaced"
"599","people"
"600","idps"
"601","burkina"
"602","faso"
"603","total"
"604","idps"
"605","reached"
"606","1.5"
"607","million"
"608","2021"
