"","word_tokens"
"476","told"
"477","south"
"478","florida"
"479","sun"
"480","sentinel"
"481","coach"
"482","marty"
"483","hendrick"
"484","home"
"485","covid"
"486","related"
"487","lockdown"
"488","karimi"
"489","devised"
"490","swim"
"491","backstroke"
"492","breaststroke"
"493","favourite"
"494","butterfly"
"495","that’s"
"496","hardest"
"497","told"
"498","sun"
"499","sentinel"
"500","that’s"
"501","chose"
"502","hard"
"503","it’s"
"504","easy"
"505","leave"
"506","11"
"507","months"
"508","2021"
"509","2,500"
"510","people"
"511","died"
"512","missing"
"513","attempting"
"514","reach"
"515","europe"
"516","mediterranean"
"517","northwest"
"518","african"
"519","maritime"
"520","routes"
"521","31"
"522","people"
"523","died"
"524","aegean"
"525","sea"
"526","separate"
"527","shipwrecks"
"528","21"
"529","24"
"530","december"
