"","word_tokens"
"482","unhcr"
"483","human"
"484","rights"
"485","experts"
"486","previously"
"487","condemned"
"488","forced"
"489","return"
"490","15"
"491","eritreans"
"492","egypt"
"493","october"
"494","november"
"495","noting"
"496","eritreans"
"497","fled"
"498","country"
"499","detained"
"500","returned"
"501","tortured"
"502","held"
"503","extremely"
"504","punitive"
"505","conditions"
"506","disappeared"
"507","hrw"
"508","documented"
"509","arbitrary"
"510","detention"
"511","eritrean"
"512","asylum"
"513","seekers"
"514","egypt"
"515","access"
"516","unhcr"
"517","official"
"518","asylum"
"519","procedures"
"520","deported"
"521","24"
"522","late"
"523","december"
"524","reportedly"
"525","remain"
"526","detention"
"527","21,000"
"528","eritrean"
"529","asylum"
"530","seekers"
"531","refugees"
"532","registered"
"533","unhcr"
"534","egypt"
"535","data"
"536","unregistered"
"537","eritreans"
"538","country.meet"
"539","sisters"
"540","girl"
"541","basketball"
"542","team"
"543","mahama"
"544","refugee"
"545","camp"
"546","rwanda"
"547","sport"
"548","protection"
"549","programme"
"550","camp"
"551","supporting"
"552","people"
"553","fulfil"
"554","potential"
"555","sports"
"556","classroom"
"557","play"
"558","basketball"
"559","dreams"
"560","true"
"561","sisters.at"
"562","sites"
"563","internally"
"564","displaced"
"565","people"
"566","north"
"567","west"
"568","syria"
"569","heavy"
"570","snowfall"
"571","past"
"572","week"
"573","destroyed"
"574","500"
"575","tents"
"576","damaged"
"577","9,200"
