"","word_tokens"
"474","government"
"475","figures"
"476","francis"
"477","meet"
"478","refugees"
"479","migrants"
"480","visit"
"481","reportedly"
"482","arranged"
"483","50"
"484","asylum"
"485","seekers"
"486","resettled"
"487","cyprus"
"488","italy"
"489","york"
"490","times"
"491","reports"
"492","pontiff’s"
"493","trip"
"494","cyprus"
"495","greece"
"496","expected"
"497","highlight"
"498","issues"
"499","shutting"
"500","borders"
"501","asylum"
"502","seekers"
"503","current"
"504","phase"
"505","covid"
"506","19"
"507","pandemic"
"508","recent"
"509","deaths"
"510","migrants"
"511","refugees"
"512","channel"
"513","mediterranean"
"514","francis"
"515","huge"
"516","cemetery"
"517","video"
"518","message"
"519","ahead"
"520","trip.magartu"
"521","dedefi"
"522","lost"
"523","sight"
"524","toddler"
"525","fled"
"526","ethiopia"
"527","kenya"
"528","growing"
"529","disability"
"530","refugee"
"531","camp"
"532","stopped"
"533","goal"
"534","lawyer"
"535","transferring"
"536","mainstream"
"537","school"
"538","sixth"
"539","grade"
"540","top"
"541","students"
"542","class"
"543","age"
"544","16"
"545","top"
"546","learners"
"547","disability"
"548","country.some"
"549","45"
"550","million"
"551","people"
"552","43"
"553","countries"
"554","risk"
"555","famine"
